Season,Team,Conference,Points_for,Points_against
2023,Georgetown,Patriot,39,42
2023,Christopher Newport,New Jersey,24,27
2023,Stony Brook,CAA,0,0
2023,Stetson,Pioneer,28,24
2023,Butler,Pioneer,10,17
2023,Sioux Falls,Northern Sun,35,28
2023,Hartwick,Empire 8,0,63
2023,Stonehill,NEC,34,45
2023,Dayton,Pioneer,7,31
2023,Delaware Valley,Mid Atlantic,28,12
2023,Lafayette,Patriot,12,9
2023,Holy Cross,Patriot,55,27
2023,Lehigh,Patriot,35,38
2023,Delaware State,MEAC,44,51
2023,Martin Luther,Upper Midwest,14,28
2023,Glenville State,Mountain East,40,48
2023,Southern Connecticut State,Northeast 10,14,17
2023,Benedict College,SIAC,27,24
2023,Livingstone,CIAA,23,21
2023,Bentley,Northeast 10,17,24
2023,Saginaw Valley State,GLIAC,17,38
2023,Virginia Union,CIAA,42,20
2023,Albion,Michigan,6,14
2023,Michigan Tech,GLIAC,21,23
2023,Findlay,Great Midwest Athletic,30,33
2023,West Virginia Wesleyan,Mountain East,3,58
2023,Greeneville,South Atlantic,27,21
2023,Shepherd,Pennsylvania State Athletic,27,10
2023,Johnson C Smith,CIAA,10,21
2023,Fayetteville State,CIAA,7,0
2023,Union (NY),Liberty League,21,17
2023,Susquehanna,Landmark Conference,69,0
2023,Utica,Empire 8,3,56
2023,Ferrum,Old Dominion,10,48
2023,Adrian,Michigan,14,34
2023,William Paterson,New Jersey,19,36
2023,Southern Virginia,USA South,28,49
2023,Averett,Old Dominion,7,59
2023,University Of Charleston (WV),Mountain East,0,0
2023,Denison University,North Coast,6,17
2023,UNC Pembroke,Mountain East,21,31
2023,Amherst,NESCAC,17,7
2023,Greensboro College,USA South,7,35
2023,Anna Maria College,ECFC,17,33
2023,Wesleyan University (CT),NESCAC,13,20
2023,West Chester,Pennsylvania State Athletic,38,28
2023,Montclair State,New Jersey,27,14
2023,North Carolina Wesleyan,USA South,35,14
2023,Merchant Marine Academy,NEWMAC,28,21
2023,Trinity (CT),NESCAC,34,21
2023,Buffalo State,Liberty League,21,45
2023,Lebanon Valley,Mid Atlantic,27,24
2023,Hiram College,North Coast,7,21
2023,Case Western Reserve,Presidents',19,0
2023,North Greenville,Gulf South,31,16
2023,Ursinus,Centennial,16,20
2023,Lincoln (CA),,0,38
2023,Bethany (WV),Presidents',7,42
2023,Lake Erie,Great Midwest Athletic,17,41
2023,John Carroll University,Ohio,31,28
2023,Rose-Hulman,Heartland,44,7
2023,Mount St. Joseph,Heartland,62,21
2023,Samford,Southern,31,10
2023,Yale,Ivy,31,24
2023,University of Mount Union,Ohio,41,3
2023,Franklin,Heartland,36,28
2023,Middlebury,NESCAC,12,10
2023,Allegheny,Presidents',28,35
2023,North Park,CCIW,35,20
2023,Benedictine University,NACC,0,28
2023,East Texas Baptist University,American Southwest,14,28
2023,Lakeland,NACC,14,34
2023,Gustavus Adolphus,Minnesota,63,12
2023,Western Colorado,Rocky Mountain,43,20
2023,Western Illinois,MVFC,10,49
2023,Southwest Minnesota State,Northern Sun,6,38
2023,Tennessee Tech,Big South-OVC,0,23
2023,Slippery Rock,Pennsylvania State Athletic,75,31
2023,Seton Hill,Pennsylvania State Athletic,24,17
2023,St. Olaf,Minnesota,31,33
2023,Kutztown University,Pennsylvania State Athletic,24,3
2023,Delta State,Gulf South,49,25
2023,Minnesota Duluth,Northern Sun,18,28
2023,Lane College,SIAC,30,37
2023,Valparaiso,Pioneer,14,20
2023,Olivet College,Michigan,42,14
2023,Millikin,CCIW,3,42
2023,Wisconsin-River Falls,Wisconsin,49,7
2023,Ripon,Midwest,10,3
2023,PennWest California,Pennsylvania State Athletic,30,20
2023,Central College,American Rivers,38,14
2023,Campbell,CAA,30,27
2023,Virginia University Of Lynchburg,,6,56
2023,Washington University (St. Louis),CCIW,38,10
2023,The Citadel,Southern,14,28
2023,SUNY Morrisville,Empire 8,10,14
2023,Nebraska Wesleyan,American Rivers,28,56
2023,Concordia Moorhead,Minnesota,23,42
2023,Aurora,NACC,91,0
2023,Northern Michigan,GLIAC,12,28
2023,New Mexico Highlands,Rocky Mountain,24,34
2023,Augsburg,Minnesota,41,7
2023,Rockford,NACC,6,58
2023,Wisconsin-Stevens Pt,Wisconsin,10,51
2023,Virginia St,CIAA,44,16
2023,Sul Ross State,American Southwest,49,7
2023,Nebraska-Kearney,Mid America,14,38
2023,Illinois College,Midwest,41,20
2023,UTSA,American Athletic,49,34
2023,Central Michigan,Mid-American,13,37
2023,McDaniel College,Centennial,6,50
2023,Kenyon,North Coast,7,48
2023,North Carolina Central,MEAC,34,23
2023,Wisconsin-Lacrosse,Wisconsin,37,34
2023,Wartburg,American Rivers,54,0
2023,Buena Vista,American Rivers,7,52
2023,Wooster,North Coast,35,45
2023,Fort Lewis,Rocky Mountain,20,57
2023,Mary Hardin-Baylor,American Southwest,55,21
2023,Quincy,Great Lakes,27,33
2023,Marshall,Sun Belt,41,48
2023,McKendree,Great Lakes,17,24
2023,Emory & Henry College,South Atlantic,41,24
2023,Central Oklahoma,Mid America,21,34
2023,SUNY Maritime,NEWMAC,28,21
2023,ERSKINE,South Atlantic,3,38
2023,Beloit,Midwest,24,36
2023,Washington State,Pac-12,17,25
2023,Southern Nazarene,Great American,28,42
2023,UT Martin,Big South-OVC,28,27
2023,Murray State,MVFC,7,38
2023,Lincoln (PA),CIAA,52,44
2023,Tennessee State,Big South-OVC,27,20
2023,Duquesne,NEC,17,43
2023,Arkansas-Monticello,Great American,21,22
2023,Grove City College,Presidents',48,21
2023,Emporia State University,Mid America,25,33
2023,Lawrence University,Midwest,0,76
2023,Colorado School Of Mines,Rocky Mountain,52,0
2023,Wisconsin-Oshkosh,Wisconsin,48,46
2023,North Dakota State,MVFC,38,10
2023,Winona State,Northern Sun,17,7
2023,Minnesota State Moorhead,Northern Sun,21,24
2023,Crown College,Upper Midwest,23,47
2023,Rowan,New Jersey,9,7
2023,Fort Hays State,Mid America,35,22
2023,Ouachita Baptist,Great American,31,14
2023,Birmingham-Southern,Southern Athletic,38,32
2023,Grinnell,Midwest,6,69
2023,Northeastern State,Mid America,28,13
2023,Howard,MEAC,20,23
2023,Bethune-Cookman,SWAC,14,19
2023,Maine,CAA,31,42
2023,Bowling Green,Mid-American,0,27
2023,Texas State,Sun Belt,30,34
2023,Oklahoma Baptist,Great American,24,63
2023,Ball State,Mid-American,10,24
2023,Kent State,Mid-American,17,42
2023,Mercer,Southern,24,6
2023,Grambling,SWAC,24,25
2023,Alabama,SEC,26,20
2023,Virginia Tech,ACC,17,39
2023,Syracuse,ACC,7,40
2023,Purdue,Big Ten,14,20
2023,Wake Forest,ACC,12,17
2023,Northern Illinois,Mid-American,55,14
2023,North Texas,American Athletic,24,27
2023,Minot State,Northern Sun,9,46
2023,Plymouth State,MSCAC,20,55
2023,Arkansas State,Sun Belt,3,37
2023,UCF,Big 12,22,51
2023,Central State (OH),SIAC,0,48
2023,Missouri Western,Mid America,61,21
2023,Whitworth,Northwest,59,7
2023,Pacific (OR),Northwest,10,17
2023,Linfield College,Northwest,57,15
2023,Shorter,Gulf South,3,42
2023,Adams State,Rocky Mountain,10,43
2023,NEWBERG,Northwest,27,29
2023,Newberry,South Atlantic,17,34
2023,Northwestern State,Southland,13,27
2023,Robert Morris,Big South-OVC,16,31
2023,Jackson State,SWAC,45,30
2023,Houston Christian,Southland,7,38
2023,UAlbany,CAA,24,17
2023,Western Carolina,Southern,52,50
2023,Guilford College,Old Dominion,25,48
2023,Rhodes College,Southern Athletic,37,7
2023,Villanova,CAA,37,14
2023,Mass Maritime,MSCAC,0,26
2023,South Florida,American Athletic,35,56
2023,Vanderbilt,SEC,14,38
2023,Western New Mexico,Lone Star,10,31
2023,Southeast Missouri State,Big South-OVC,33,38
2023,Harding University,Great American,62,0
2023,UConn,FBS Independents,38,31
2023,SE Louisiana,Southland,26,33
2023,Southern Illinois,MVFC,3,31
2023,Tulsa,American Athletic,17,20
2023,Savannah St,SIAC,24,38
2023,West Alabama,Gulf South,6,24
2023,William Jewell,Great Lakes,17,59
2023,Clark Atlanta,SIAC,27,35
2023,Wingate,South Atlantic,31,13
2023,Millersville,Pennsylvania State Athletic,17,38
2023,Arkansas Tech,Great American,9,7
2023,Tufts,NESCAC,24,10
2023,Colorado,Pac-12,27,24
2023,South Alabama,Sun Belt,55,7
2023,Northern Iowa,MVFC,27,20
2023,Florida A&M,SWAC,26,19
2023,South Dakota State,MVFC,40,21
2023,Kentucky,SEC,13,51
2023,Montana,Big Sky,31,23
2023,Carroll University (WI),CCIW,24,69
2023,Old Dominion,Sun Belt,17,13
2023,Southern Utah,UAC,27,26
2023,Mississippi Valley State,SWAC,12,31
2023,Thiel,Presidents',22,80
2023,Bridgewater (VA),Old Dominion,24,10
2023,Walsh,Great Midwest Athletic,7,21
2023,Wheaton,CCIW,61,6
2023,Thomas More College,,36,28
2023,Hardin-Simmons,American Southwest,19,16
2023,Kentucky State,SIAC,7,65
2023,Upper Iowa University,Northern Sun,6,31
2023,Arkansas,SEC,20,27
2023,Michigan,Big Ten,52,10
2023,Notre Dame,FBS Independents,20,33
2023,Morehouse College,SIAC,28,40
2023,UT Permian Basin,Lone Star,21,13
2023,Georgia Tech,ACC,23,20
2023,Bethel (MN),Minnesota,49,14
2023,West Texas A&M,Lone Star,21,28
2023,Fresno State,Mountain West,19,24
2023,Texas Tech,Big 12,39,14
2023,San José State,Mountain West,27,35
2023,Idaho,Big Sky,42,14
2023,Colorado State,Mountain West,24,44
2023,TCU,Big 12,14,27
2023,McNeese,Southland,10,41
2023,Northern Arizona,Big Sky,27,10
2023,Stephen F. Austin,UAC,31,37
2023,Eastern New Mexico,Lone Star,35,38
2023,Pomona Pitzer,So. Cal.,10,9
2023,Oregon State,Pac-12,52,40
2023,La Verne,So. Cal.,0,55
2023,Claremont-Mudd-Scripps College,So. Cal.,7,20
2023,Arizona,Pac-12,41,43
2023,Louisiana Tech,Conference USA,23,31
2023,Coastal Carolina,Sun Belt,27,24
2023,Liberty,Conference USA,31,13
2023,UTEP,Conference USA,27,14
2023,Sam Houston,Conference USA,13,27
2023,Worcester St,MSCAC,19,22
2023,West Virginia,Big 12,39,41
2023,Wagner,NEC,7,31
2023,Fort Valley State,SIAC,6,48
2023,SMU,American Athletic,31,10
2023,Tulane,American Athletic,31,21
2023,Fresno State,Mountain West,37,32
2023,Stanford,Pac-12,46,43
2023,Georgia,SEC,37,20
2023,Ohio Dominican,Great Midwest Athletic,12,10
2023,Muhlenberg,Centennial,41,13
2023,East Stroudsburg University,Pennsylvania State Athletic,28,14
2023,Georgia Southern,Sun Belt,13,41
2023,Slippery Rock,Pennsylvania State Athletic,49,24
2023,Kent State,Mid-American,14,28
2023,Michigan State,Big Ten,24,27
2023,Georgetown,Patriot,17,7
2023,Mercyhurst,Pennsylvania State Athletic,36,35
2023,Central Connecticut,NEC,20,44
2023,Clark Atlanta,SIAC,13,19
2023,Thomas More College,,10,38
2023,Delaware Valley,Mid Atlantic,20,0
2023,Notre Dame College,Mountain East,27,52
2023,Indiana,Big Ten,7,52
2023,SUNY Morrisville,Empire 8,6,24
2023,Fairmont State,Mountain East,7,49
2023,Shippensburg,Pennsylvania State Athletic,6,9
2023,San Diego,Pioneer,16,30
2023,Keystone,Landmark Conference,7,42
2023,Syracuse,ACC,3,41
2023,Sacred Heart,NEC,3,31
2023,Arkansas,SEC,21,24
2023,Iowa State,Big 12,30,10
2023,Temple,American Athletic,14,45
2023,Anna Maria College,ECFC,20,46
2023,Princeton,Ivy,27,28
2023,Gallaudet,ECFC,24,23
2023,Kings College (PA),Mid Atlantic,35,21
2023,Ohio State,Big Ten,41,7
2023,Western New England,Commonwealth Coast,21,24
2023,Fitchburg State,MSCAC,21,40
2023,MIT,NEWMAC,14,28
2023,Western Connecticut St,MSCAC,56,34
2023,UAlbany,CAA,31,38
2023,Bucknell,Patriot,21,13
2023,Dartmouth,Ivy,24,27
2023,Davidson,Pioneer,35,33
2023,Elon,CAA,0,21
2023,Hampton,CAA,10,61
2023,Presbyterian,Pioneer,20,17
2023,St. Thomas (MN),Pioneer,21,52
2023,Richmond,CAA,24,17
2023,Furman,Southern,27,21
2023,Carnegie Mellon,Presidents',41,7
2023,Colby College,NESCAC,19,16
2023,Alfred University,Empire 8,21,59
2023,Mars Hill,South Atlantic,24,14
2023,Johns Hopkins University,Centennial,34,27
2023,Olivet College,Michigan,14,28
2023,Kentucky Wesleyan,Great Midwest Athletic,14,44
2023,Hilbert College,North Coast,3,49
2023,Indianapolis,Great Lakes,38,17
2023,Curry College,Commonwealth Coast,7,28
2023,Misericordia,Mid Atlantic,27,31
2023,Nichols College,Commonwealth Coast,26,62
2023,West Liberty,Mountain East,24,7
2023,Adrian,Michigan,23,45
2023,Bowie State,CIAA,3,52
2023,College Of New Jersey,New Jersey,27,0
2023,Saint Vincent,Presidents',0,24
2023,Greenville,Upper Midwest,29,31
2023,Sioux Falls,Northern Sun,40,53
2023,Dickinson (PA),Centennial,40,20
2023,Brevard College,USA South,52,20
2023,University of Mary,Northern Sun,0,46
2023,Salisbury,New Jersey,31,12
2023,Westminster College (MO),Upper Midwest,0,45
2023,Lycoming,Landmark Conference,28,25
2023,Southwestern University,Southern Athletic,21,45
2023,Geneva,Presidents',20,9
2023,Belhaven,USA South,42,20
2023,University of Rochester (NY),Liberty League,37,27
2023,Buffalo State,Liberty League,28,51
2023,Ashland,Great Midwest Athletic,35,3
2023,St. Anselm,Northeast 10,13,9
2023,St. Augustine's,CIAA,6,14
2023,Winston-Salem,CIAA,41,20
2023,Savannah St,SIAC,10,21
2023,Elizabeth City State,CIAA,21,27
2023,Howard,MEAC,7,48
2023,Stevenson,Mid Atlantic,42,6
2023,Middlebury,NESCAC,20,15
2023,Ohio Wesleyan,North Coast,19,18
2023,Bemidji State,Northern Sun,33,23
2023,Long Island University,NEC,13,24
2023,Alderson-Broaddus,Mountain East,0,0
2023,VMI,Southern,17,13
2023,William Paterson,New Jersey,15,39
2023,Wabash College,North Coast,24,28
2023,Assumption,Northeast 10,21,17
2023,Shenandoah,Old Dominion,31,20
2023,Union (NY),Liberty League,9,17
2023,Saginaw Valley State,GLIAC,32,10
2023,Susquehanna,Landmark Conference,56,0
2023,Frostburg State,Mountain East,34,3
2023,Capital,Ohio,0,76
2023,Wheeling,Mountain East,13,27
2023,Manchester,Heartland,0,34
2023,Pennsylvania,Ivy,20,17
2023,Tennessee Tech,Big South-OVC,28,7
2023,Franklin,Heartland,35,21
2023,Bluffton,Heartland,28,52
2023,Anderson (IN),Heartland,14,77
2023,Williams,NESCAC,24,17
2023,Navy,American Athletic,14,0
2023,Washburn,Mid America,23,38
2023,Youngstown State,MVFC,31,34
2023,Livingstone,CIAA,14,19
2023,Westminster (PA),Presidents',6,31
2023,Depauw,North Coast,53,7
2023,Northwest Missouri St,Mid America,27,23
2023,Texas Lutheran,American Southwest,22,27
2023,Carleton,Minnesota,7,63
2023,Randolph-Macon,Old Dominion,38,3
2023,Lock Haven University,Pennsylvania State Athletic,21,13
2023,Bluefield State,Independent DII,23,39
2023,North Dakota State,MVFC,24,49
2023,Augustana (IL),CCIW,35,17
2023,Missouri S&T,Great Lakes,45,19
2023,Cornell College (IA),Midwest,6,43
2023,Morehead State,Pioneer,24,21
2023,Gardner-Webb,Big South-OVC,14,41
2023,Edward Waters,SIAC,41,38
2023,Aurora,NACC,37,9
2023,Coe College,American Rivers,28,0
2023,Colorado Mesa,Rocky Mountain,62,14
2023,Concordia University Chicago,NACC,9,17
2023,Benedictine University,NACC,19,7
2023,Christopher Newport,New Jersey,21,18
2023,Toledo,Mid-American,13,6
2023,UVA Wise,South Atlantic,7,35
2023,Alma,Michigan,35,17
2023,Luther,American Rivers,10,17
2023,Western Oregon,Lone Star,14,45
2023,Shepherd,Pennsylvania State Athletic,33,17
2023,Sul Ross State,American Southwest,13,37
2023,American International,Northeast 10,27,21
2023,Sewanee,Southern Athletic,10,30
2023,North Central College,CCIW,75,3
2023,Beloit,Midwest,34,14
2023,Ohio Northern,Ohio,14,44
2023,Wisconsin-Whitewater,Wisconsin,21,14
2023,Wisconsin-Lacrosse,Wisconsin,21,17
2023,Marietta,Ohio,45,15
2023,UMass Dartmouth,MSCAC,26,23
2023,Bethel (MN),Minnesota,38,7
2023,Ferrum,Old Dominion,16,41
2023,Bates,NESCAC,20,35
2023,Edinboro University,Pennsylvania State Athletic,10,20
2023,Knox College,Midwest,7,61
2023,Allen,SIAC,39,27
2023,Maryville College (TN),USA South,21,28
2023,McMurry,American Southwest,13,14
2023,Quincy,Great Lakes,41,28
2023,Loras College,American Rivers,41,38
2023,Macalester,Minnesota,18,55
2023,Grinnell,Midwest,0,47
2023,Wilson,South Atlantic,3,47
2023,St. Olaf,Minnesota,37,17
2023,Concordia University St Paul,Northern Sun,10,17
2023,CSU Pueblo,Rocky Mountain,56,7
2023,Illinois Wesleyan,CCIW,18,20
2023,Nebraska-Kearney,Mid America,17,31
2023,Elmhurst,CCIW,14,62
2023,Wisconsin-Stevens Pt,Wisconsin,14,51
2023,South Dakota Mines,Rocky Mountain,22,45
2023,Hamline University,Minnesota,14,58
2023,Wisconsin-Eau Claire,Wisconsin,7,35
2023,St John Fisher University,Empire 8,38,21
2023,Dubuque,American Rivers,10,31
2023,Valdosta State,Gulf South,21,10
2023,Hendrix College,Southern Athletic,15,16
2023,Limestone,South Atlantic,17,10
2023,Southeastern Oklahoma State,Great American,20,19
2023,Central Missouri,Mid America,63,24
2023,Pittsburg St,Mid America,31,21
2023,Arkansas-Monticello,Great American,10,24
2023,Black Hills State,Rocky Mountain,20,35
2023,Ferris State,GLIAC,28,49
2023,Miles College,SIAC,36,22
2023,Chadron St,Rocky Mountain,53,14
2023,East Central (OK),Great American,42,7
2023,Pace,Northeast 10,9,27
2023,Alabama State,SWAC,24,19
2023,Lincoln (MO),Independent DII,17,59
2023,Augustana University (SD),Northern Sun,48,28
2023,Austin,American Southwest,11,35
2023,Kentucky State,SIAC,21,14
2023,Southern Arkansas,Great American,35,34
2023,Ripon,Midwest,6,21
2023,Tarleton State,UAC,35,41
2023,Sacramento State,Big Sky,21,13
2023,California,Pac-12,14,34
2023,Arkansas-Pine Bluff,SWAC,17,42
2023,Alabama A&M,SWAC,45,24
2023,Indiana State,MVFC,7,44
2023,Eastern Illinois,Big South-OVC,28,35
2023,Northern Iowa,MVFC,6,41
2023,Southern Illinois,MVFC,27,6
2023,North Carolina A&T,CAA,6,21
2023,Oklahoma Baptist,Great American,20,13
2023,Texas Southern,SWAC,34,31
2023,Oregon,Pac-12,33,36
2023,Texas A&M,SEC,13,20
2023,Florida,SEC,41,39
2023,Troy,Sun Belt,19,0
2023,Illinois,Big Ten,27,24
2023,Wake Forest,ACC,13,30
2023,Fordham,Patriot,26,7
2023,Akron,Mid-American,10,17
2023,Wofford,Southern,10,41
2023,Kansas,Big 12,32,39
2023,BYU,Big 12,11,44
2023,NEWBERG,Northwest,13,41
2023,Florida Atlantic,American Athletic,56,14
2023,Bowling Green,Mid-American,24,14
2023,Miami (OH),Mid-American,34,21
2023,Massachusetts,FBS Independents,0,63
2023,Seton Hill,Pennsylvania State Athletic,14,41
2023,McKendree,Great Lakes,41,34
2023,Missouri State,MVFC,48,7
2023,Chattanooga,Southern,22,10
2023,Carson-Newman College,South Atlantic,14,10
2023,Tiffin,Great Midwest Athletic,50,0
2023,Iowa,Big Ten,15,6
2023,Lindenwood,Big South-OVC,10,24
2023,Pacific Lutheran,Northwest,62,7
2023,Lamar,Southland,30,24
2023,North Alabama,UAC,13,30
2023,Portland State,Big Sky,45,21
2023,Robert Morris,Big South-OVC,24,43
2023,Northwestern State,Southland,0,1
2023,Grove City College,Presidents',31,7
2023,Puget Sound,Northwest,21,63
2023,Hampden-Sydney,Old Dominion,31,28
2023,Wittenberg,North Coast,72,7
2023,Catawba,South Atlantic,31,38
2023,Ohio,Mid-American,13,23
2023,Northern State,Northern Sun,24,17
2023,West Florida,Gulf South,6,10
2023,Otterbein,Ohio,8,28
2023,Wisconsin-Lutheran,NACC,42,14
2023,East Texas A&M,Southland,11,28
2023,Stephen F. Austin,UAC,21,24
2023,Lincoln (CA),,18,45
2023,UNLV,Mountain West,45,27
2023,Claremont-Mudd-Scripps College,So. Cal.,30,17
2023,Eastern Washington,Big Sky,41,42
2023,San José State,Mountain West,52,24
2023,Greensboro College,USA South,28,34
2023,Norfolk State,MEAC,17,24
2023,Millsaps,Southern Athletic,7,64
2023,Davenport,GLIAC,32,3
2023,Chowan,Gulf South,24,35
2023,Wesleyan University (CT),NESCAC,14,49
2023,Louisville,ACC,21,38
2023,Prairie View A&M,SWAC,0,30
2023,Lewis & Clark College,Northwest,51,35
2023,Carthage,CCIW,13,50
2023,Arizona,Pac-12,44,6
2023,Marshall,Sun Belt,24,41
2023,UL Monroe,Sun Belt,20,21
2023,Wyoming,Mountain West,27,34
2023,Eastern New Mexico,Lone Star,29,52
2023,Albright,Mid Atlantic,9,21
2023,Ouachita Baptist,Great American,10,41
2023,North Greenville,Gulf South,27,49
2023,Auburn,SEC,18,48
2023,Baldwin Wallace,Ohio,34,22
2023,Michigan Tech,GLIAC,62,0
2023,Kansas State,Big 12,38,21
2023,Miami,ACC,31,41
2023,Missouri,SEC,38,21
2023,USC,Pac-12,20,48
2023,Angelo State,Lone Star,38,16
2023,Cal Poly,Big Sky,19,59
2023,UC Davis,Big Sky,17,16
2023,Western New Mexico,Lone Star,27,49
2023,UAB,American Athletic,20,41
2023,Central Washington,Lone Star,10,7
